Id,Weekly_Sales
7_58_2013-01-11,779.5
7_58_2013-01-18,1020.4
7_58_2013-01-25,880.5
7_58_2013-02-01,1023.0
7_58_2013-02-08,633.73
7_58_2013-02-15,1124.96
7_58_2013-02-22,1051.16
7_58_2013-03-01,951.9923000000001
7_58_2013-03-08,1138.7323
7_58_2013-03-15,590.7623
7_58_2013-03-22,858.9123000000001
7_58_2013-03-29,1208.5436
7_58_2013-04-05,764.11
7_58_2013-04-12,456.14
7_58_2013-04-19,399.45
7_58_2013-04-26,443.32
7_58_2013-05-03,764.5041
7_58_2013-05-10,762.7461999999999
7_58_2013-05-17,947.6454000000001
7_58_2013-05-24,768.096
7_58_2013-06-07,780.5861
7_58_2013-06-14,1012.5054999999999
7_58_2013-06-21,706.3155
7_58_2013-07-05,979.3854999999999
7_58_2013-07-12,568.6649
7_58_2013-07-19,1079.5679
7_58_2013-07-26,1035.77
7_59_2012-11-02,115.3198000000001
7_59_2012-11-09,122.57480000000004
7_59_2012-11-16,79.52510000000001
7_59_2012-11-23,265.88009999999997
7_59_2012-11-30,104.65299999999999
7_59_2012-12-07,308.29339999999985
7_59_2012-12-14,224.44160000000025
7_59_2012-12-21,312.28279999999995
7_59_2012-12-28,290.74189999999976
7_59_2013-01-04,48.96880000000003
7_59_2013-01-18,47.02250000000003
7_59_2013-01-25,70.11380000000004
7_59_2013-02-01,80.39020000000004
7_59_2013-02-22,57.09470000000003
7_59_2013-03-01,117.5250999999999
7_59_2013-03-08,81.32780000000007
7_59_2013-03-22,141.29270000000008
7_59_2013-04-19,45.3693
7_59_2013-04-26,167.3733000000001
7_59_2013-06-14,202.28809999999987
7_59_2013-06-21,82.96619999999999
7_59_2013-07-12,47.907299999999985
7_60_2012-11-02,72.10190000000004
7_60_2012-11-09,86.59800000000004
7_60_2012-11-16,73.88600000000011
7_60_2012-11-23,52.92000000000001
7_60_2012-11-30,84.92600000000007
7_60_2012-12-07,227.28400000000002
7_60_2012-12-14,247.98999999999987
7_60_2012-12-21,337.4799999999999
7_60_2012-12-28,247.3680000000001
7_60_2013-01-04,128.50799999999998
7_60_2013-01-11,86.49599999999998
7_60_2013-01-18,75.79799999999993
7_60_2013-01-25,63.07800000000007
7_60_2013-02-01,90.81199999999997
7_60_2013-02-08,94.20400000000006
7_60_2013-02-15,91.73199999999999
7_60_2013-02-22,87.448
7_60_2013-03-01,92.67
7_60_2013-03-08,77.89999999999998
7_60_2013-03-15,83.37800000000003
7_60_2013-03-22,76.84000000000006
7_60_2013-03-29,66.41000000000003
7_60_2013-04-05,84.26400000000005
7_60_2013-04-12,56.57999999999996
7_60_2013-04-19,73.67600000000006
7_60_2013-04-26,54.54599999999996
7_60_2013-05-03,89.73190000000004
7_60_2013-05-10,83.41200000000005
7_60_2013-05-17,91.42160000000001
7_60_2013-05-24,79.98619999999998
7_60_2013-05-31,74.0282
7_60_2013-06-07,108.31810000000004
7_60_2013-06-14,71.74629999999988
7_60_2013-06-21,92.21949999999998
7_60_2013-06-28,82.01459999999989
7_60_2013-07-05,101.5434999999999
7_60_2013-07-12,97.60889999999998
7_60_2013-07-19,141.70869999999996
7_60_2013-07-26,51.84400000000001
7_67_2012-11-02,3140.2051999999994
7_67_2012-11-09,3390.199199999999
7_67_2012-11-16,3018.5680999999986
7_67_2012-11-23,3298.0747
7_67_2012-11-30,3894.5093999999967
7_67_2012-12-07,7223.198099999996
7_67_2012-12-14,6419.712800000008
7_67_2012-12-21,8169.5041000000065
7_67_2012-12-28,6926.9996999999985
7_67_2013-01-04,3157.347500000001
7_67_2013-01-11,3205.6551000000013
7_67_2013-01-18,3208.5265999999997
7_67_2013-01-25,3070.9467000000045
7_67_2013-02-01,3882.1616000000026
7_67_2013-02-08,6422.921500000008
7_67_2013-02-15,4932.098100000001
7_67_2013-02-22,4856.763300000002
7_67_2013-03-01,3983.7103000000025
7_67_2013-03-08,3782.197400000002
7_67_2013-03-15,3775.2940000000044
7_67_2013-03-22,3482.4730000000036
7_67_2013-03-29,3539.6289000000024
7_67_2013-04-05,3712.183200000005
7_67_2013-04-12,3360.4671000000044
7_67_2013-04-19,3337.6883000000007
7_67_2013-04-26,3159.1892000000025
7_67_2013-05-03,3879.384950000001
7_67_2013-05-10,4194.6498500000025
7_67_2013-05-17,3337.030800000001
7_67_2013-05-24,3561.9863
7_67_2013-05-31,3266.9118999999987
7_67_2013-06-07,4661.440000000005
7_67_2013-06-14,3140.0507000000016
7_67_2013-06-21,4399.880800000006
7_67_2013-06-28,3078.7795000000015
7_67_2013-07-05,3866.348500000005
7_67_2013-07-12,3773.7348000000034
7_67_2013-07-19,3895.8697000000025
7_67_2013-07-26,3873.7655000000063
7_71_2012-11-02,1883.6027999999994
7_71_2012-11-09,1858.6975999999988
7_71_2012-11-16,2219.3226
7_71_2012-11-23,4220.895799999999
7_71_2012-11-30,2106.0136
7_71_2012-12-07,2418.199399999999
7_71_2012-12-14,2290.949700000001
7_71_2012-12-21,3032.146100000002
7_71_2012-12-28,3191.066099999997
7_71_2013-01-04,3547.0282000000043
7_71_2013-01-11,2995.0764000000026
7_71_2013-01-18,2491.384200000002
7_71_2013-01-25,2627.1440000000025
7_71_2013-02-01,2705.5256999999997
7_71_2013-02-08,2206.104699999999
7_71_2013-02-15,2762.235900000001
7_71_2013-02-22,2713.8516000000013
7_71_2013-03-01,2577.4377000000004
7_71_2013-03-08,2888.191899999997
7_71_2013-03-15,3246.4372999999982
7_71_2013-03-22,3274.7238999999977
7_71_2013-03-29,2730.7177999999967
7_71_2013-04-05,2266.0986999999996
7_71_2013-04-12,3214.0056999999997
7_71_2013-04-19,2344.653500000003
7_71_2013-04-26,3055.018300000002
7_71_2013-05-03,2077.4403
7_71_2013-05-10,2041.3857
7_71_2013-05-17,2315.270200000001
7_71_2013-05-24,2108.864400000001
7_71_2013-05-31,1962.9305000000008
7_71_2013-06-07,2584.1051999999986
7_71_2013-06-14,2119.0704000000014
7_71_2013-06-21,2725.7514
7_71_2013-06-28,2161.6852000000013
7_71_2013-07-05,2216.5824999999986
7_71_2013-07-12,2209.4069999999997
7_71_2013-07-19,2453.5821
7_71_2013-07-26,2306.3884999999973
7_72_2012-11-02,44804.261499999964
7_72_2012-11-09,43540.89299999995
7_72_2012-11-16,47579.41860000001
7_72_2012-11-23,202734.0032999999
7_72_2012-11-30,39740.72669999996
7_72_2012-12-07,66425.56379999996
7_72_2012-12-14,75022.21059999992
7_72_2012-12-21,92555.13589999994
7_72_2012-12-28,81471.5191
7_72_2013-01-04,53693.760499999946
7_72_2013-01-11,52839.66249999997
7_72_2013-01-18,52374.98589999997
7_72_2013-01-25,48947.44260000001
7_72_2013-02-01,46934.317799999975
7_72_2013-02-08,51220.21489999998
7_72_2013-02-15,52281.70849999997
7_72_2013-02-22,49815.76619999998
7_72_2013-03-01,46859.77489999998
7_72_2013-03-08,45785.858100000005
7_72_2013-03-15,44560.86150000001
7_72_2013-03-22,45184.43120000002
7_72_2013-03-29,46358.86320000005
7_72_2013-04-05,31830.790600000044
7_72_2013-04-12,37175.432300000044
7_72_2013-04-19,38166.09429999999
7_72_2013-04-26,35922.07700000002
7_72_2013-05-03,30584.15050000002
7_72_2013-05-10,31983.267399999997
7_72_2013-05-17,28267.004200000032
7_72_2013-05-24,28906.052900000028
7_72_2013-05-31,26126.746000000025
7_72_2013-06-07,36068.26089999997
7_72_2013-06-14,29172.94849999997
7_72_2013-06-21,33753.472799999974
7_72_2013-06-28,29896.50669999996
7_72_2013-07-05,39802.29169999994
7_72_2013-07-12,44168.509500000015
7_72_2013-07-19,46811.88539999999
7_72_2013-07-26,39152.49139999997
7_74_2012-11-02,11855.790699999987
7_74_2012-11-09,12217.295599999981
7_74_2012-11-16,11662.14179999999
7_74_2012-11-23,13678.246799999995
7_74_2012-11-30,11869.673799999988
7_74_2012-12-07,11405.981499999987
7_74_2012-12-14,11187.67149999999
7_74_2012-12-21,12215.734099999992
7_74_2012-12-28,12383.2864
7_74_2013-01-04,11835.471399999991
7_74_2013-01-11,11643.630399999991
7_74_2013-01-18,10523.618099999989
7_74_2013-01-25,9582.3199
7_74_2013-02-01,9113.034100000004
7_74_2013-02-08,9035.2999
7_74_2013-02-15,8543.3978
7_74_2013-02-22,8815.682300000002
7_74_2013-03-01,8389.369299999995
7_74_2013-03-08,9058.103900000004
7_74_2013-03-15,9057.155600000006
7_74_2013-03-22,8908.066700000007
7_74_2013-03-29,8573.980800000001
7_74_2013-04-05,9214.29659999999
7_74_2013-04-12,8892.425099999991
7_74_2013-04-19,8639.0138
7_74_2013-04-26,8394.284799999992
7_74_2013-05-03,8748.572899999997
7_74_2013-05-10,8744.044799999998
7_74_2013-05-17,8248.626300000009
7_74_2013-05-24,8354.204300000001
7_74_2013-05-31,7830.301300000004
7_74_2013-06-07,8725.964999999998
7_74_2013-06-14,8478.438099999994
7_74_2013-06-21,8414.95739999999
7_74_2013-06-28,8504.304499999993
7_74_2013-07-05,9723.778199999982
7_74_2013-07-12,10815.930099999998
7_74_2013-07-19,10236.623499999985
7_74_2013-07-26,10195.894599999987
7_79_2012-11-02,5127.688200000003
7_79_2012-11-09,5245.371800000001
7_79_2012-11-16,5066.654900000003
7_79_2012-11-23,7304.780599999994
7_79_2012-11-30,5181.958299999999
7_79_2012-12-07,6123.061100000001
7_79_2012-12-14,6432.127699999998
7_79_2012-12-21,7355.880899999998
7_79_2012-12-28,7599.65429999999
7_79_2013-01-04,7380.583099999998
7_79_2013-01-11,6443.165099999995
7_79_2013-01-18,5458.624099999998
7_79_2013-01-25,5968.075499999999
7_79_2013-02-01,5777.3674999999985
7_79_2013-02-08,5754.1575
7_79_2013-02-15,5707.520699999999
7_79_2013-02-22,5868.823899999998
7_79_2013-03-01,6142.424000000003
7_79_2013-03-08,6507.017200000001
7_79_2013-03-15,6537.367500000006
7_79_2013-03-22,6532.790700000005
7_79_2013-03-29,6054.442900000003
7_79_2013-04-05,5438.764400000003
7_79_2013-04-12,5739.196700000006
7_79_2013-04-19,5745.523300000006
7_79_2013-04-26,5574.565100000006
7_79_2013-05-03,5675.924550000004
7_79_2013-05-10,5695.725950000005
7_79_2013-05-17,5439.871800000011
7_79_2013-05-24,5501.722100000006
7_79_2013-05-31,5293.070000000008
7_79_2013-06-07,5612.293100000004
7_79_2013-06-14,5953.494600000001
7_79_2013-06-21,5220.26900000001
7_79_2013-06-28,5980.732700000001
7_79_2013-07-05,6266.411700000012
7_79_2013-07-12,7122.635899999998
7_79_2013-07-19,7072.110900000005
7_79_2013-07-26,7270.299399999982
7_80_2012-11-02,484.4179999999995
7_80_2012-11-09,485.81229999999965
7_80_2012-11-16,513.7328999999995
7_80_2012-11-23,481.1727999999996
7_80_2012-11-30,519.2887999999997
7_80_2012-12-07,498.59489999999954
7_80_2012-12-14,484.4785999999996
7_80_2012-12-21,621.0784000000004
7_80_2012-12-28,662.0404999999996
7_80_2013-01-04,794.7236999999997
7_80_2013-01-11,777.3631000000001
7_80_2013-01-18,617.5736999999998
7_80_2013-01-25,889.5326000000007
7_80_2013-02-01,631.6139999999995
7_80_2013-02-08,608.2369000000004
7_80_2013-02-15,525.7671000000001
7_80_2013-02-22,523.6681000000001
7_80_2013-03-01,567.5675999999996
7_80_2013-03-08,596.3913999999997
7_80_2013-03-15,648.9241000000003
7_80_2013-03-22,670.3920000000003
7_80_2013-03-29,544.7878999999999
7_80_2013-04-05,392.5114999999995
7_80_2013-04-12,448.0943
7_80_2013-04-19,529.0175000000003
7_80_2013-04-26,369.45840000000004
7_80_2013-05-03,293.5814999999999
7_80_2013-05-10,245.90599999999984
7_80_2013-05-17,313.7774999999999
7_80_2013-05-24,237.23299999999966
7_80_2013-05-31,185.15109999999993
7_80_2013-06-07,304.0361999999996
7_80_2013-06-14,275.3456
7_80_2013-06-21,175.1527999999997
7_80_2013-06-28,313.0528999999999
7_80_2013-07-05,483.84139999999957
7_80_2013-07-12,311.2370999999999
7_80_2013-07-19,610.4646999999998
7_80_2013-07-26,613.3395999999995
7_81_2012-11-02,6114.371100000005
7_81_2012-11-09,6300.665700000005
7_81_2012-11-16,6523.061600000005
7_81_2012-11-23,6942.603699999993
7_81_2012-11-30,6561.945000000006
7_81_2012-12-07,7352.1089999999995
7_81_2012-12-14,7396.407099999988
7_81_2012-12-21,8324.613799999988
7_81_2012-12-28,8552.090999999988
7_81_2013-01-04,9100.602099999993
7_81_2013-01-11,8688.074399999989
7_81_2013-01-18,7945.42319999999
7_81_2013-01-25,8833.364799999987
7_81_2013-02-01,8275.783299999996
7_81_2013-02-08,7861.704699999999
7_81_2013-02-15,7822.401999999997
7_81_2013-02-22,8029.777699999998
7_81_2013-03-01,8048.298299999991
7_81_2013-03-08,7989.667999999998
7_81_2013-03-15,8138.014799999997
7_81_2013-03-22,7944.314699999995
7_81_2013-03-29,7669.390599999998
7_81_2013-04-05,6415.939999999999
7_81_2013-04-12,6644.1179999999995
7_81_2013-04-19,7080.880899999995
7_81_2013-04-26,6482.475699999997
7_81_2013-05-03,6875.675399999996
7_81_2013-05-10,6737.632999999996
7_81_2013-05-17,6457.497599999997
7_81_2013-05-24,6234.418999999998
7_81_2013-05-31,5818.4632999999985
7_81_2013-06-07,6982.022299999994
7_81_2013-06-14,6167.662999999997
7_81_2013-06-21,6047.061699999998
7_81_2013-06-28,5921.768999999999
7_81_2013-07-05,7083.8080999999975
7_81_2013-07-12,6741.238800000001
7_81_2013-07-19,7360.037999999995
7_81_2013-07-26,7264.8569999999945
7_82_2012-11-02,8330.191299999999
7_82_2012-11-09,8363.548400000001
7_82_2012-11-16,8788.527699999991
7_82_2012-11-23,10482.503599999987
7_82_2012-11-30,8710.588099999995
7_82_2012-12-07,21260.59839999998
7_82_2012-12-14,16272.809299999995
7_82_2012-12-21,18128.444399999993
7_82_2012-12-28,16103.071399999992
7_82_2013-01-04,11976.560700000015
7_82_2013-01-11,10967.8895
7_82_2013-01-18,9499.94889999999
7_82_2013-01-25,10035.149400000002
7_82_2013-02-01,9163.035599999996
7_82_2013-02-08,9303.642899999999
7_82_2013-02-15,9226.869300000002
7_82_2013-02-22,9136.642200000004
7_82_2013-03-01,9430.753999999997
7_82_2013-03-08,9340.186600000008
7_82_2013-03-15,9910.661700000002
7_82_2013-03-22,9844.2802
7_82_2013-03-29,9150.773900000007
7_82_2013-04-05,8246.499799999996
7_82_2013-04-12,8955.727700000003
7_82_2013-04-19,8370.775800000001
7_82_2013-04-26,9337.161100000008
7_82_2013-05-03,7491.4348000000045
7_82_2013-05-10,7742.7099
7_82_2013-05-17,7606.9874999999965
7_82_2013-05-24,7273.783599999994
7_82_2013-05-31,7242.342499999994
7_82_2013-06-07,8719.237900000007
7_82_2013-06-14,8449.72840000001
7_82_2013-06-21,8170.566300000006
7_82_2013-06-28,8564.09340000001
7_82_2013-07-05,10586.28929999999
7_82_2013-07-12,10715.057000000008
7_82_2013-07-19,10915.4574
7_82_2013-07-26,11086.572200000019
7_83_2012-11-02,629.1866
7_83_2012-11-09,707.0733000000001
7_83_2012-11-16,665.0218999999997
7_83_2012-11-23,621.6260000000007
7_83_2012-11-30,672.5326000000006
7_83_2012-12-07,735.7570000000001
7_83_2012-12-14,694.1903999999996
7_83_2012-12-21,771.4335999999994
7_83_2012-12-28,1072.0751000000005
7_83_2013-01-04,1082.7399999999998
7_83_2013-01-11,1073.1140000000005
7_83_2013-01-18,960.0501999999998
7_83_2013-01-25,767.2318999999998
7_83_2013-02-01,604.1510999999994
7_83_2013-02-08,768.3759999999999
7_83_2013-02-15,746.1648999999998
7_83_2013-02-22,684.6480999999997
7_83_2013-03-01,702.3058999999998
7_83_2013-03-08,646.8890999999998
7_83_2013-03-15,557.3232999999999
7_83_2013-03-22,564.5810999999999
7_83_2013-03-29,627.6401999999999
7_83_2013-04-05,582.7619000000002
7_83_2013-04-12,485.7022
7_83_2013-04-19,604.2776999999999
7_83_2013-04-26,373.18350000000004
7_83_2013-05-03,582.1622999999997
7_83_2013-05-10,813.8389999999999
7_83_2013-05-17,662.6906000000004
7_83_2013-05-24,638.8508000000005
7_83_2013-05-31,483.6394999999996
7_83_2013-06-07,742.4412000000001
7_83_2013-06-14,640.7804000000006
7_83_2013-06-21,698.9502000000003
7_83_2013-06-28,587.4843000000003
7_83_2013-07-05,716.1043000000001
7_83_2013-07-12,608.9253000000003
7_83_2013-07-19,794.8829000000001
7_83_2013-07-26,786.6979999999994
7_85_2012-11-02,1816.456300000001
7_85_2012-11-09,1844.9145000000003
7_85_2012-11-16,1993.067600000001
7_85_2012-11-23,2065.229900000001
7_85_2012-11-30,2062.3340999999996
7_85_2012-12-07,4354.996700000003
7_85_2012-12-14,4547.107300000001
7_85_2012-12-21,6068.220799999996
7_85_2012-12-28,2369.190800000002
7_85_2013-01-04,1744.3187000000016
7_85_2013-01-11,1704.2703000000015
7_85_2013-01-18,1519.9328000000003
7_85_2013-01-25,1780.4097000000017
7_85_2013-02-01,1515.4145
7_85_2013-02-08,1548.898899999998
7_85_2013-02-15,1702.5202000000018
7_85_2013-02-22,1549.3622000000014
7_85_2013-03-01,1468.6402000000005
7_85_2013-03-08,1511.2981999999997
7_85_2013-03-15,1517.1893000000011
7_85_2013-03-22,1519.6981000000007
7_85_2013-03-29,1563.7123000000001
7_85_2013-04-05,1693.0099999999993
7_85_2013-04-12,1510.2914999999994
7_85_2013-04-19,1875.7191000000023
7_85_2013-04-26,1507.8424999999995
7_85_2013-05-03,1603.9913999999978
7_85_2013-05-10,1659.7050999999979
7_85_2013-05-17,1702.2715000000012
7_85_2013-05-24,1671.0594000000003
7_85_2013-05-31,1726.6185000000003
7_85_2013-06-07,1656.8338000000012
7_85_2013-06-14,1684.3046
7_85_2013-06-21,1589.7191000000012
7_85_2013-06-28,1540.0336000000007
7_85_2013-07-05,2267.608699999999
7_85_2013-07-12,1621.1286999999988
7_85_2013-07-19,2559.742300000001
7_85_2013-07-26,3012.1850000000018
7_87_2012-11-02,11586.249900000003
7_87_2012-11-09,11863.460200000003
7_87_2012-11-16,12431.032500000003
7_87_2012-11-23,13103.80730000001
7_87_2012-11-30,12610.006900000006
7_87_2012-12-07,13517.999099999999
7_87_2012-12-14,14126.181600000002
7_87_2012-12-21,14571.114199999989
7_87_2012-12-28,15349.92760000001
7_87_2013-01-04,16833.14740000002
7_87_2013-01-11,16009.606600000016
7_87_2013-01-18,15618.620900000007
7_87_2013-01-25,14540.065000000002
7_87_2013-02-01,12618.080499999993
7_87_2013-02-08,14799.420699999993
7_87_2013-02-15,13896.613999999996
7_87_2013-02-22,13850.482499999998
7_87_2013-03-01,13081.113099999995
7_87_2013-03-08,12415.253399999996
7_87_2013-03-15,12851.504099999995
7_87_2013-03-22,12612.154899999996
7_87_2013-03-29,13207.14579999999
7_87_2013-04-05,10867.871799999995
7_87_2013-04-12,11105.152099999996
7_87_2013-04-19,12551.510299999993
7_87_2013-04-26,8611.033000000005
7_87_2013-05-03,10936.864299999992
7_87_2013-05-10,11897.793399999993
7_87_2013-05-17,10452.148799999994
7_87_2013-05-24,10239.638299999995
7_87_2013-05-31,9522.4624
7_87_2013-06-07,10981.071399999999
7_87_2013-06-14,10245.336899999993
7_87_2013-06-21,10640.182199999997
7_87_2013-06-28,9986.216299999995
7_87_2013-07-05,10672.841900000001
7_87_2013-07-12,10472.470099999999
7_87_2013-07-19,11082.84760000001
7_87_2013-07-26,11550.006500000001
7_90_2012-11-02,15416.609799999982
7_90_2012-11-09,15182.58719999999
7_90_2012-11-16,15704.663799999991
7_90_2012-11-23,17369.211500000016
7_90_2012-11-30,16470.093899999996
7_90_2012-12-07,18257.4812
7_90_2012-12-14,18876.886700000025
7_90_2012-12-21,21405.301099999993
7_90_2012-12-28,23165.02889999999
7_90_2013-01-04,24890.597200000004
7_90_2013-01-11,22637.01420000002
7_90_2013-01-18,19738.90910000001
7_90_2013-01-25,22555.742200000022
7_90_2013-02-01,21115.4782
7_90_2013-02-08,20106.62140000002
7_90_2013-02-15,19306.433800000013
7_90_2013-02-22,19152.47730000001
7_90_2013-03-01,20109.409800000012
7_90_2013-03-08,19356.045900000016
7_90_2013-03-15,19880.123100000015
7_90_2013-03-22,19824.245500000015
7_90_2013-03-29,19207.843300000022
7_90_2013-04-05,16253.5172
7_90_2013-04-12,17024.82360000001
7_90_2013-04-19,18875.681700000016
7_90_2013-04-26,13162.261700000008
7_90_2013-05-03,15858.828300000003
7_90_2013-05-10,16782.798100000007
7_90_2013-05-17,15232.06950000001
7_90_2013-05-24,14017.065300000002
7_90_2013-05-31,12807.283200000005
7_90_2013-06-07,17027.330100000006
7_90_2013-06-14,14631.689900000003
7_90_2013-06-21,14004.378100000007
7_90_2013-06-28,14859.684399999996
7_90_2013-07-05,16997.2967
7_90_2013-07-12,13882.71389999999
7_90_2013-07-19,16953.929099999998
7_90_2013-07-26,18067.65340000002
7_91_2012-11-02,11312.676700000002
7_91_2012-11-09,11029.251400000001
7_91_2012-11-16,11221.144499999995
7_91_2012-11-23,11117.141300000008
7_91_2012-11-30,12124.753400000001
7_91_2012-12-07,13103.15169999999
7_91_2012-12-14,13695.582200000003
7_91_2012-12-21,15187.390299999997
7_91_2012-12-28,15335.404400000005
7_91_2013-01-04,16937.7765
7_91_2013-01-11,16542.201200000003
7_91_2013-01-18,15152.8008
7_91_2013-01-25,16840.7226
7_91_2013-02-01,13506.219999999994
7_91_2013-02-08,13722.6756
7_91_2013-02-15,13122.506199999998
7_91_2013-02-22,12886.607999999998
7_91_2013-03-01,13407.196000000005
7_91_2013-03-08,13141.694399999993
7_91_2013-03-15,12711.3923
7_91_2013-03-22,13082.201100000004
7_91_2013-03-29,13311.425799999995
7_91_2013-04-05,10746.39949999999
7_91_2013-04-12,10472.921299999995
7_91_2013-04-19,12517.820100000003
7_91_2013-04-26,7505.066399999993
7_91_2013-05-03,10842.870499999992
7_91_2013-05-10,11498.965299999998
7_91_2013-05-17,9995.0146
7_91_2013-05-24,9056.450299999995
7_91_2013-05-31,7282.895399999998
7_91_2013-06-07,11746.526899999995
7_91_2013-06-14,8925.118899999996
7_91_2013-06-21,9334.263400000003
7_91_2013-06-28,8780.999799999998
7_91_2013-07-05,11692.481399999995
7_91_2013-07-12,9810.375399999999
7_91_2013-07-19,11637.627599999998
7_91_2013-07-26,12047.666499999994
7_92_2012-11-02,27318.095300000015
7_92_2012-11-09,26720.27000000002
7_92_2012-11-16,28984.27560000003
7_92_2012-11-23,31178.588500000005
7_92_2012-11-30,30227.491000000035
7_92_2012-12-07,31903.940500000015
7_92_2012-12-14,33402.27910000001
7_92_2012-12-21,36661.79949999999
7_92_2012-12-28,36980.27599999995
7_92_2013-01-04,38432.28259999998
7_92_2013-01-11,36802.886299999984
7_92_2013-01-18,33453.71859999999
7_92_2013-01-25,36048.065799999975
7_92_2013-02-01,33220.284999999996
7_92_2013-02-08,32653.13659999999
7_92_2013-02-15,31384.929299999993
7_92_2013-02-22,32013.780599999995
7_92_2013-03-01,32815.149699999994
7_92_2013-03-08,31214.744800000004
7_92_2013-03-15,31788.291000000012
7_92_2013-03-22,31115.949300000007
7_92_2013-03-29,31443.677500000005
7_92_2013-04-05,25645.823699999994
7_92_2013-04-12,26376.975799999993
7_92_2013-04-19,28701.499300000007
7_92_2013-04-26,24734.914
7_92_2013-05-03,26413.506500000007
7_92_2013-05-10,27900.306399999998
7_92_2013-05-17,25104.47599999998
7_92_2013-05-24,24396.030399999996
7_92_2013-05-31,22388.917999999994
7_92_2013-06-07,29261.274900000008
7_92_2013-06-14,24546.796600000012
7_92_2013-06-21,25802.08249999999
7_92_2013-06-28,23301.267400000008
7_92_2013-07-05,27962.88059999999
7_92_2013-07-12,25176.772200000007
7_92_2013-07-19,28677.95479999998
7_92_2013-07-26,30630.762899999976
7_93_2012-11-02,1646.0080999999998
7_93_2012-11-09,1699.1999000000005
7_93_2012-11-16,1440.5838
7_93_2012-11-23,1946.0591000000004
7_93_2012-11-30,1762.4626000000003
7_93_2012-12-07,1596.6108000000008
7_93_2012-12-14,1964.1643999999992
7_93_2012-12-21,1895.6181000000004
7_93_2012-12-28,2265.6001999999994
7_93_2013-01-04,2648.9642999999987
7_93_2013-01-11,2445.377100000001
7_93_2013-01-18,2177.790300000001
7_93_2013-01-25,2058.8221
7_93_2013-02-01,2360.4012000000007
7_93_2013-02-08,2040.3406000000004
7_93_2013-02-15,1834.6073000000001
7_93_2013-02-22,2053.4273000000003
7_93_2013-03-01,1966.8832999999995
7_93_2013-03-08,2083.9441000000006
7_93_2013-03-15,1971.8455000000004
7_93_2013-03-22,2004.9119999999994
7_93_2013-03-29,1880.9475999999993
7_93_2013-04-05,1632.0268999999992
7_93_2013-04-12,1992.3350999999993
7_93_2013-04-19,2014.3787999999997
7_93_2013-04-26,1380.2653999999993
7_93_2013-05-03,1704.6378
7_93_2013-05-10,1678.4708000000007
7_93_2013-05-17,1634.2086
7_93_2013-05-24,1548.9431999999995
7_93_2013-05-31,1431.2877
7_93_2013-06-07,1727.9551999999996
7_93_2013-06-14,1545.5192000000002
7_93_2013-06-21,1585.562999999999
7_93_2013-06-28,1570.4682999999998
7_93_2013-07-05,1784.979599999999
7_93_2013-07-12,1535.2897999999993
7_93_2013-07-19,1832.5699
7_93_2013-07-26,2003.1130999999991
7_94_2012-11-02,1171.6367000000007
7_94_2012-11-09,1417.1074999999996
7_94_2012-11-16,1113.2922000000012
7_94_2012-11-23,1760.0034000000003
7_94_2012-11-30,1615.0516000000002
7_94_2012-12-07,1191.1983000000002
7_94_2012-12-14,260.8160999999998
7_94_2012-12-21,462.8928000000005
7_94_2012-12-28,592.9809000000009
7_94_2013-01-04,98.39269999999989
7_94_2013-01-11,86.06249999999994
7_94_2013-01-18,940.6433000000004
7_94_2013-01-25,204.62099999999995
7_94_2013-02-01,1728.3317999999988
7_94_2013-02-08,1706.3249999999998
7_94_2013-02-15,1573.8582000000006
7_94_2013-02-22,1543.4398999999996
7_94_2013-03-01,736.7208000000007
7_94_2013-03-08,1450.936799999999
7_94_2013-03-15,1242.7902999999997
7_94_2013-03-22,1120.1590999999994
7_94_2013-03-29,1107.8655999999994
7_94_2013-04-05,966.7166000000007
7_94_2013-04-12,846.0714000000008
7_94_2013-04-19,875.2938000000008
7_94_2013-04-26,359.91279999999983
7_94_2013-05-03,1062.5498
7_94_2013-05-10,1612.655000000001
7_94_2013-05-17,1354.0463000000009
7_94_2013-05-24,1299.752300000001
7_94_2013-05-31,1022.8118000000006
7_94_2013-06-07,1570.8733
7_94_2013-06-14,1159.8909000000006
7_94_2013-06-21,1566.1546999999998
7_94_2013-06-28,1128.6952000000003
7_94_2013-07-05,1220.9879999999998
7_94_2013-07-12,1033.409700000001
7_94_2013-07-19,911.6862000000002
7_94_2013-07-26,719.8931
7_95_2012-11-02,33103.17460000002
7_95_2012-11-09,31178.073800000042
7_95_2012-11-16,31073.39930000002
7_95_2012-11-23,36282.096
7_95_2012-11-30,33229.49980000002
7_95_2012-12-07,38264.337900000006
7_95_2012-12-14,38341.3066
7_95_2012-12-21,41963.195000000036
7_95_2012-12-28,43397.87810000002
7_95_2013-01-04,47737.77780000001
7_95_2013-01-11,43867.72460000007
7_95_2013-01-18,39870.98540000005
7_95_2013-01-25,42852.49480000005
7_95_2013-02-01,44950.41949999999
7_95_2013-02-08,40325.966499999995
7_95_2013-02-15,39814.3247
7_95_2013-02-22,41447.02830000003
7_95_2013-03-01,42929.50540000003
7_95_2013-03-08,43505.26169999999
7_95_2013-03-15,43128.46860000002
7_95_2013-03-22,43103.336300000024
7_95_2013-03-29,42253.2297
7_95_2013-04-05,34990.175
7_95_2013-04-12,37217.53540000001
7_95_2013-04-19,39802.65440000002
7_95_2013-04-26,31871.491000000005
7_95_2013-05-03,37437.77489999999
